,Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
7937,Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: 2 bedroom flat Rent: 3m Service charge: 700k Diesel deposit: 800k Caution:.. Read more ,Serviced,2 beds2 baths3 Toilets
7938,In Corporate Office Block On Awolowo Road Ikoyi Lagos,"11,000,000/year","  Updated 14 Feb 2023, Added 11 Aug 2022 ", FOR RENT: Brand new Open plan measuring 236sqm with 3 inner offices on the 2ndfloor on Awo.. Read more ,,0 beds0 baths0 Toilets
7939,Medina Gbagada Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: Newly built tastefully finished n spacious 2 bedrooms up n ground flat both room.. Read more ,Newly Built,2 beds2 baths3 Toilets
7940,Aguda Surulere Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 ", FOR RENT: *TO LET A decent 3-bedroom flat located at Raimi off Oduduwa road Ikate Surul.. Read more ,,3 beds3 baths4 Toilets
7941,Magodo Gra Phase 1 Ojodu Lagos,"2,300,000/year","  Updated 14 Feb 2023, Added 08 Jan 2023 "," FOR RENT: Direct property A Well Renovated 3 bedroom Flat, all rooms en-suite Plus V.. Read more ",,3 beds3 baths4 Toilets
7942,Berger Ojodu Lagos,"300,000,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: 2400SQM OF LAND FOR JOINT VENTURE AT BUDLAND ESTATE OJODU BERGER LAGOS OPEN PR.. Read more ,,0 beds0 baths0 Toilets
7943,Magodo Kosofe Ikosi Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 07 Jun 2022 ", FOR RENT: letting a newly renovated 4bedroom flat 3toilet and 3baths with tastefull.. Read more ,,0 beds0 baths0 Toilets
7944,Chevron Lekki Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: TO LET DIRECT INSTRUCTION CHEVRON Fully Furnished Four (4) Bedroom Semi.. Read more ,FurnishedNewly Built,4 beds4 baths5 Toilets
7945,Jakande Lekki Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Lovely and Spacious 3 Bedroom Flat Apartment With Modern Facilities Equipped In .. Read more ,,3 beds3 baths4 Toilets
7946,Lekki Phase 1 Lekki Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 05 Jul 2022 ", FOR RENT: Spacious and Sparking Room Self Contain With Modern Facilities Equipped In Cool .. Read more ,,0 beds0 baths0 Toilets
7947,Lekki Phase 1 Lekki Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 16 Jun 2022 ", FOR RENT: Prestigious and Unique Room Self Contain With Modern Facilities Equipped In A Go.. Read more ,,0 beds0 baths0 Toilets
7948,River Valley Estate Ojodu Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 11 Jan 2023 ", FOR RENT: 3 bedroom at river valleyestate pop ceiling all rooms ensuite 2m.. Read more ,Furnished,3 beds4 baths4 Toilets
7949,Aguda(ogba) Ogba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 27 Apr 2022 ", FOR RENT: Spacious and standard shop office at Aguda Ogba for 1m Kindly send WhatsApp m.. Read more ,,0 beds0 baths0 Toilets
7950,Fagba Agege Lagos,"800,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 "," FOR RENT: *GROSSED GROSS 2 BEDROOM FLAT AT 750K OFF JONATHAN COKER, NO DISCRIMINATION B.. Read more ",,2 beds2 baths3 Toilets
7951,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 11 Feb 2023 "," FOR RENT: A clean 2 bedroom flat in a serene environment in Lekki pH 1, it's self serviced.. Read more ",,2 beds2 baths2 Toilets
7952,Ajayi Road Ogba Lagos,"400,000","  Updated 14 Feb 2023, Added 27 Apr 2022 ", FOR RENT: Standard Shop Space Off Ajayi Road Ogba for #400k Kindly send messages here a.. Read more ,, beds baths Toilets
7953,Awoyaya Ajah Lagos,"850,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: A clean 2 bedroom flat apartment at Ogunfayo Awoyaya Few minutes walk to the ex.. Read more ,,2 beds2 baths3 Toilets
7954,Salvation Road Opebi Ikeja Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 28 Sep 2022 ", FOR RENT: TO LET BIG SHOP WIT BUILT TOILET AT SALVATION ROAD OPEBI IKEJA LAGOS RENT. 1.8.. Read more ,,0 beds0 baths0 Toilets
7955,Chevron Lekki Lagos,"900,000/year","  Updated 14 Feb 2023, Added 30 Mar 2022 ", FOR RENT: Spacious and Fresh Room Self Contain at Chevron Lekki For #900k Kindly send m.. Read more ,,0 beds0 baths0 Toilets
7956,Fagba Agege Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Super clean 3 bedroom flat at Fagba .. Ample parking space 5 in the compound. U.. Read more ,,3 beds3 baths4 Toilets
7957,Ogudu Orike Ogudu Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 21 Dec 2022 ", FOR RENT: Newly built 2 bedroom in ogudu orioke with all rooms ensuit guest toilet 1.6m an.. Read more ,Newly Built,2 beds2 baths3 Toilets
7958,Ikate Elegushi Ikate Lekki Lagos,"180,000,000/year","  Updated 14 Feb 2023, Added 15 Dec 2022 ", FOR RENT: Furnished 4 Bedroom fully detached duplex with Bq for sale Price: 180 Millio.. Read more ,,4 beds0 baths0 Toilets
7959,Ogudu Ogudu Lagos,"750,000/year","  Updated 14 Feb 2023, Added 08 Jan 2023 ", FOR RENT: Mini flat at Ogudu new building Rent #750 x2yrs that's 1.5m for rent other ch.. Read more ,Newly Built,1 beds2 baths2 Toilets
7960,Berger Ojodu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Sharp finger 2units left Relatively new 2 bedroom flat all room ensuit pay a.. Read more ,Furnished,2 beds3 baths3 Toilets
7961,Shomolu Lagos,"90,000,000","  Updated 19 Feb 2023, Added 26 Sep 2022 ", FOR SALE: A SOLID 3 STOREY BUILDING AT NO 5 OLADEHINDE STR. OFF APATA STR. SHOMOLU. .. Read more,,0 beds0 baths0 Toilets
7962,Millenuim Ups Gbagada Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Executive 4bed semi detached duplex at millennium Estate 6.5m.. Read more ,FurnishedNewly Built,4 beds4 baths6 Toilets
7963,Opebi Ikeja Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 15 Jul 2022 ", FOR RENT: A lovely 5 bedroom duplex with a room BQ off salvation road opebi Ikeja for rent.. Read more ,,0 beds0 baths0 Toilets
7964,Berger Ojodu Lagos,"450,000/year","  Updated 14 Feb 2023, Added 17 May 2022 ", FOR RENT: Nice roomself contain.. Read more ,,0 beds0 baths0 Toilets
7965,Lekki Phase 1 Lekki Lagos,"30,000,000/year","  Updated 14 Feb 2023, Added 23 May 2022 ", FOR RENT: 10 bedroom mansion in lekki phase 1 Admiralty way with conference room reception.. Read more ,,0 beds0 baths0 Toilets
7966,Ogunleye Off Adekunle Gbagada Lagos,"800,000/year","  Updated 14 Feb 2023, Added 26 Jul 2022 ", FOR RENT: Clean mini flat wit pop ceiling upstairs at ogunleye st off adekunle kuye st 800.. Read more ,,0 beds0 baths0 Toilets
7967,Bode Thomas Surulere Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: TO LET. AN EXCELLENT AND SUPERB NEWLY BUILT 3 UNITS OF 2 BEDROOM FLAT UP AND .. Read more ,Newly Built,2 beds2 baths3 Toilets
7968,Olokonla Ajah Lagos,"2,300,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Newly Built Luxury 2 Bedroom All Ensuite Apartment in A Well Secured Estate F.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
7969,Adeniran Ogunsanya Surulere Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 26 May 2022 ", FOR RENT: Shop Space at Adeniran Ogunsanya Road not too far from SURULERE SHOPRITE PRIC.. Read more ,,0 beds0 baths0 Toilets
7970,Ayobo Ipaja Lagos,"300,000/year","  Updated 14 Feb 2023, Added 27 Jun 2022 "," FOR RENT: In this building, we have two number of mini flat with very big parlor 300k per .. Read more ",,0 beds0 baths0 Toilets
7971,Alagomeji Yaba Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Lovely .. Read more ,ServicedNewly Built,1 beds1 baths2 Toilets
7972,Oke Ira Ogba Lagos,"800,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 "," FOR RENT: Well Maintained 2 Bedroom Flat Apartment, Prepaid Meter, Kitchen Cabinet, Car Pa.. Read more ",,2 beds2 baths2 Toilets
7973,Oke Ira Ogba Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: 2 bedroom House for rent Oke-Ira Ogba Lagos.. Read more ,Newly Built,2 beds2 baths3 Toilets
7974,Ikeja Gra Ikeja Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 08 Nov 2022 ", FOR RENT: 2 plots of dry land fenced and good for commercial purpose with enough space dt.. Read more ,,0 beds0 baths0 Toilets
7975,Agungi Lekki Lagos,"2,200,000/year","  Updated 14 Feb 2023, Added 17 Dec 2022 ", FOR RENT: Executive and Fresh Mini Flat Apartment With Modern Facilities Equipped In A Gat.. Read more ,,2 beds0 baths0 Toilets
7976,Medina Gbagada Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: *Fresh Letting* Newly built 2 bedrooms ground flat both rooms ensuite with .. Read more ,Newly Built,2 beds2 baths3 Toilets
7977,Ibafo Via Ojodu Berger Ojodu Lagos,"250,000/year","  Updated 14 Feb 2023, Added 19 Jan 2023 ", FOR RENT: Tolet 2bedroom flat 250k rent at ibafo very close to the bus stop .. Read more ,Furnished,2 beds2 baths2 Toilets
7978,Chevron Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 "," FOR RENT: Newly Built 2 Bedroom Flat For Rent Price: 2,500,000 Caution: 250,000 Legal:.. Read more ",ServicedNewly Built,2 beds2 baths3 Toilets
7979,Abraham Adesanya Estate Ajah Lagos,"1,700,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 "," FOR RENT: 2 Bedroom Apartment For Rent Price: 1,700,000 Caution: 100,000 Legal: 170,000.. Read more ",Serviced,2 beds2 baths3 Toilets
7980,Osapa London Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 "," FOR RENT: 4 Bedroom Semi Detached Duplex with BQ For Rent Price: 5,000,000 Caution: 500,.. Read more ",,4 beds4 baths5 Toilets
7981,Ikate Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: SPACIOUS 4-BEDROOM SUPER LUXURY DUPLEX WITH A ROOM BQ To Let. LOCATION: HO.. Read more ,,4 beds4 baths5 Toilets
7982,Lekki County Homes Ikota Lekki Lagos,"170,000,000","  Updated 20 Feb 2023, Added 27 Sep 2022 "," FOR SALE: 5 BEDROOM DETACHED HOME FOR SALE!!! Location: Ikota, Lekki Lagos Price: 170M.. Read more",ServicedNewly Built,5 beds5 baths6 Toilets
7983,Atunrase Medina Gbagada Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: *Fresh Letting Decent 3 bedroom up flat all rooms ensuite with guest toilet n.. Read more ,,3 beds3 baths4 Toilets
7984,"Orchid Road, Lekki Lagos","1,000,000/year","  Updated 14 Feb 2023, Added 25 Aug 2022 ", FOR RENT: TO LET A newly built 2 bedroom apartment with excellent facilities in a sec.. Read more ,,0 beds0 baths0 Toilets
7985,Agungi Lekki Lagos,"850,000/year","  Updated 14 Feb 2023, Added 05 Aug 2022 ", FOR RENT: Magnificent and Beautiful Room Self Contain Well Maintained and Gated Compound A.. Read more ,,0 beds0 baths0 Toilets
7986,Lekki Gardens Estate Ajah Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 03 Feb 2023 "," FOR RENT: 3 Bedroom Terrace Duplex For Rent Price: 2,500,000 Caution: 300,000 Legal: 2.. Read more ",Serviced,3 beds3 baths3 Toilets
7987,Medina Estate Gbagada Medina Gbagada Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 28 Jun 2022 ", FOR RENT: Decent 2bedroom flat upstairs 3 in a compound at Medina estate Gbagada. The rent.. Read more ,,0 beds0 baths0 Toilets
7988,Ogunbiyi Adande Close Omole Phase 1 Ojodu Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 05 Feb 2023 "," FOR RENT: Ogunbiyi Adande close, OMOLE PHASE1* A Very spacious 4 bedroom self-compound .. Read more ",,4 beds4 baths5 Toilets
7989,Oniru Victoria Island Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: Luxury 3 bedroom all rooms en-suite apartment plus a room bq To let Luxury.. Read more ,Serviced,3 beds3 baths3 Toilets
7990,Oniru Victoria Island Lagos,"7,500,000/year","  Updated 14 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Location: Oniru Luxury 3 bedroom all rooms en-suite apartment *Generator.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
7991,Abule Ijesha Yaba Lagos,"550,000/year","  Updated 14 Feb 2023, Added 08 Oct 2022 "," FOR RENT: SelfContain Apartment for rent; Location: Abule Ijeshe; yearly rent- 550k, Agenc.. Read more ",Newly Built,0 beds0 baths0 Toilets
7992,Maryland Lagos,"1,000,000","  Updated 14 Feb 2023, Added 22 Aug 2022 ", FOR RENT: Fresh Letting Newly built 8 units of spacious Mini flat's with 2toilet 1bathroo.. Read more ,,0 beds0 baths0 Toilets
7993,Oniru Victoria Island Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 "," FOR RENT: 3 bedroom luxury apartment, service, rent 6m, per annum, service charge .. Read more ",Serviced,3 beds0 baths0 Toilets
7994,Oniru Victoria Island Lagos,"9,200,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Furnished 3-Bedroom Flat On 3 Floors With Pool And Gym For Rent Price: 9,200,00.. Read more ",FurnishedServiced,3 beds3 baths4 Toilets
7995,Majek Sangotedo Ajah Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 20 Dec 2022 ", FOR RENT: Luxury 2 Bedrooms All Ensuite Apartment in an Estate Features +POP finishin.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
7996,Morocco Shomolu Lagos,"550,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
7997,Palmgroove Ikorodu Road(ilupeju) Ilupeju Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
7998,Onike Yaba Lagos,"400,000/year","  Updated 14 Feb 2023, Added 31 Aug 2022 ", FOR RENT: Neat shop at Alara street Onike Yaba. Rent 400k a year and six months rent requi.. Read more ,,0 beds0 baths0 Toilets
7999,Ajayi Road Ogba Lagos,"850,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: To Let 2 bedroom off Ajayi road , Ogba upstairs, very clean....1m slightly ne.. Read more ",Newly Built,2 beds2 baths3 Toilets
8000,Isheri North Ojodu Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Tolet office space at Opic estate are available for different prices 1.3m 750k u.. Read more ,, beds baths Toilets
8001,Ikota Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: 3 BEDROOM TERRACE FOR RENT Other Charges: -Agency: 10% - Legal: 10% -Cauti.. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
8002,Lekki Phase 1 Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Location : Lekki phase 1 Luxury 2 bedroom all rooms en-suite apartment 2b.. Read more ,Serviced,2 beds2 baths3 Toilets
8003,Chevron Lekki Lagos,"155,000,000","  Updated 19 Feb 2023, Added 15 Dec 2022 "," FOR SALE: 5 Bedroom Detached Duplex with Bq Location: Chevron Tollgate. Lekki, Lagos ,.. Read more",Newly Built,5 beds5 baths5 Toilets
8004,Medina Gbagada Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: *Fresh letting Decent 3 bedroom up flat all rooms ensuite with guest toilet a.. Read more ,,3 beds3 baths4 Toilets
8005,Omole Phase 1 Ojodu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 09 Sep 2022 ", FOR RENT: Lovely spacious renovated room self contain at omole phase 1 700k no landlord.. Read more ,,0 beds0 baths0 Toilets
8006,Olowora Ojodu Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 31 Jan 2023 ", FOR RENT: 3 bedroom duplex in olowora 2.5m good location.. Read more ,Furnished,3 beds4 baths4 Toilets
8007,Badore Ajah Lagos,"700,000/year","  Updated 14 Feb 2023, Added 26 Sep 2022 ", FOR RENT: A sharp mini flat in an estate! Vera .. Read more ,,0 beds0 baths0 Toilets
8008,Morocco Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 18 Aug 2022 "," FOR RENT: Room self con at Morocco with car park, pop, screeded wall, kitchen cab.. Read more ",,0 beds0 baths0 Toilets
8009,Magodo Gra Phase 1 Ojodu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: letting letting a lovely mini flat with tasteful finished pop screeding wa.. Read more ,Furnished,1 beds2 baths2 Toilets
8010,Jibowu Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 30 Jan 2023 ", FOR RENT: Lovely .. Read more ,Furnished,1 beds1 baths1 Toilets
8011,Agungi Lekki Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 15 Dec 2022 ", FOR RENT: *FOR LEASE* A Spacious 3 Bedroom Apartment Upstairs in a gated and well-secu.. Read more ,,3 beds4 baths4 Toilets
8012,Opic Estate Isheri North Ojodu Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: 4-bedroom fully detached duplex Opic estate for N3m.. Read more ,Furnished,4 beds5 baths5 Toilets
8013,Ikeja Lagos,"10,000,000/year","  Updated 14 Feb 2023, Added 19 Sep 2022 ", FOR RENT: QUICK TO LET IN IKEJ GRA NEWLY BUILT 4 BEDROOM TERRACE DUPLEX RENT: 8M P.. Read more ,, beds baths Toilets
8014,Gbagada Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 28 Jul 2022 ", FOR RENT: Type: 3-bedroom flat with all rooms ensuite in a block of 4 Status: Letting .. Read more ,,0 beds0 baths0 Toilets
8015,Ikeja Gra Ikeja Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 22 Jun 2022 ", FOR RENT: To Let 4bedroom fully detatched duplex with a rm bq in a serene environment o.. Read more ,,0 beds0 baths0 Toilets
8016,Lekki Phase 1 Lekki Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 17 Dec 2022 ", FOR RENT: Fully Furnished 4bedroom semi detached Duplex is available To-Let @Lekki phase. .. Read more ,FurnishedNewly Built,4 beds4 baths5 Toilets
8017,Akiti Avenue Okota Axis Of Of Isolo Isolo Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: TO LET PROPERTY 4 Bedroom duplex in a gated compound within Location; Akit.. Read more ,,4 beds4 baths4 Toilets
8018,Lawason Road Off Ogunlana Drive Ogunlana Surulere Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 13 Dec 2022 "," FOR RENT: Lovely shop on lawason road by Ogunlana-drive surulere, #1.3m×1& a half yrs th.. Read more ",,0 beds0 baths0 Toilets
8019,New Oko Oba Agege Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 05 Jul 2022 ", FOR RENT: To Let A lovely 5 Bedroom Detached Duplex. Dining Area 2 Sitting Rooms B.. Read more ,,0 beds0 baths0 Toilets
8020,Magodo Gra Phase 1 Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 "," FOR RENT: Brand new 2 bedroom in unilag estate, magodo phase1. Price: 1.5m other charges .. Read more ",Newly Built,2 beds2 baths3 Toilets
8021,Aguda Ogba Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 26 Apr 2022 "," FOR RENT: TO LET Just 2Flats Left, Hurry up EXECUTIVE& WELL RENOVATED 4UNITS OF 3BEDRO.. Read more ",,0 beds0 baths0 Toilets
8022,Ikota Lekki Lagos,"700,000/year","  Updated 14 Feb 2023, Added 15 Nov 2022 ", FOR RENT: Well Fresh and Standard Room Self Contain at Ikota lekki for 700k Kindly sen.. Read more ,,0 beds0 baths0 Toilets
8023,Omole Phase 1 Ojodu Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 12 Aug 2022 "," FOR RENT: Direct Letting Well renovated 4 bedrooms semi detached duplex, all the rooms .. Read more ",,0 beds0 baths0 Toilets
8024,Akoka Yaba Lagos,"350,000/year","  Updated 14 Feb 2023, Added 02 May 2022 ", FOR RENT: Newly Built Room Self Contain With Pop at Akoka Yaba for #350k Kindly send a .. Read more ,,0 beds0 baths0 Toilets
8025,Isefun Ayobo Ipaja Lagos,"300,000/year","  Updated 14 Feb 2023, Added 09 May 2022 "," FOR RENT: TO LET NEWLY BUILT MINI FLAT AT ISHEFUN AYOBO, CLOSE TO MAJOR ROAD,300K PER ANNU.. Read more ",,0 beds0 baths0 Toilets
8026,"Onikanga , Ayobo Ipaja Lagos","650,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 "," FOR RENT: Newly built 2bed at onikanga ayobo, very spacious, full pop, kitchen cabinets wi.. Read more ",,0 beds0 baths0 Toilets
8027,Opebi Ikeja Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 16 May 2022 ", FOR RENT: Fully detached 4 bedroom duplex with a room bq in an Estate at Opebi. 7m...pict.. Read more ,,0 beds0 baths0 Toilets
8028,Onipanu Shomolu Lagos,"600,000/year","  Updated 14 Feb 2023, Added 19 Aug 2022 ", FOR RENT: One bath/ 1 Toilet Prepaid meter Screeded wall Car park Well gated compound .. Read more ,,0 beds0 baths0 Toilets
8029,Shomolu Lagos,"700,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
8030,Lekki Phase 1 Lekki Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 03 Aug 2022 ", FOR RENT: For rent shared apartment: A bedroom in a duplex is out for rent in chevron esta.. Read more ,,0 beds0 baths0 Toilets
8031,Fadeyi Jibowu Yaba Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 13 Dec 2022 ", FOR RENT: Lovely .. Read more ,ServicedNewly Built,2 beds2 baths2 Toilets
8032,Magodo Gra Phase 1 Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 14 Sep 2022 ", FOR RENT: SEMI Direct Instruction Cool Letting 2bed BQ Bungalow 1.5m 3Bed F.. Read more ,,0 beds0 baths0 Toilets
8033,"Bamako Estate, Ojodu Lagos","600,000","  Updated 14 Feb 2023, Added 12 Sep 2022 ", FOR RENT: Lovely spacious mini flat at Bamako estate 600 1 toilet.. Read more ,,0 beds0 baths0 Toilets
8034,Ikate Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 23 Dec 2022 ", FOR RENT: Very Unique and Spacious 3 Bedroom Flat Apartment With Modern Facilities Equippe.. Read more ,,3 beds3 baths4 Toilets
